app_id,app_name,review_text,review_score,review_votes
10,Counter-Strike,Thanks for a great childhood,1,1
10,Counter-Strike,Great game,1,0
10,Counter-Strike,"Few years ago, we first heard that CS 1.6 is dead, some organizations have dismissed their CS - team, people screaming that the game is dead and we need to move to CS: GO. It seems that now it is not so! If you pay attention to the broadcast with IEM 6 WC, we see that CS 1.6 By Views prevzashla SC 2, not only is this game broke all past their records. So why CS 1.6 is dead? I beg to differ. According to spectators IEM 6 CS was the best in the tournament. I think CS 1.6 hardly died, she would die only if we want to do! As for CS: GO it grows, developers even began to read the 'Feedback', the game has changed a lot of things. Open Beta -version of the game was to be released after the new year, but I think the developers have not yet sufficiently satisfied with the result. As for the keys to the CS: GO, something I'm working on that would get a couple of the key for you guys! I will write how I succeed!",1,0
10,Counter-Strike,"Best game, will last forever !",1,0
10,Counter-Strike,The mother of all online FPS shooters.,1,0
10,Counter-Strike,A game in which you Counter somebody's Strike,1,0
10,Counter-Strike,Wow Top Games,1,0
10,Counter-Strike,Still the best !,1,0
10,Counter-Strike,i love this game is my life,1,0
10,Counter-Strike,cheaternoob,1,0
10,Counter-Strike,great game what to play with friends :'),1,0
10,Counter-Strike,"An Old damn game, but you know, Old is Gold. It's a whole lot of fun when you play decently but sometimes irritating on pubs, Servers with limted slots, like 15, and everything unlocked, trust me, with some basic understanding of the game, it will be more enjoyable than masturbating.  **BEST THING ABOUT THE GAME** The netcode of this game is perfect, is very enjoyable and gives decent hitreg even with bad internet which gives you lag spikes upto 300ms.",1,0
10,Counter-Strike,"I.LOVE.CS This Game IS SOOOOO FUN Too Bad The fanbase is dead for this game but i got csgo and cscz but when i hit Z,X,C It crashes So i recomend CSCZ",1,0
10,Counter-Strike,This game I will never forget) Cult and even now current) Retro also present.,1,0
10,Counter-Strike,fresh,1,0
10,Counter-Strike,The Best gaming of the world,1,0
10,Counter-Strike,a really good fps game that will never get old :),1,0
10,Counter-Strike,Best Game of ALL the Time,1,0
10,Counter-Strike,"Dust, the video game!",1,0
10,Counter-Strike,My Love Its Cs 1.6,-1,0
10,Counter-Strike,Wallbangs everywhere. 9/11 would buy again.,1,0
10,Counter-Strike,IMHO this engine should be end on single player.,-1,0
10,Counter-Strike,The best ever.,1,0
10,Counter-Strike,"Counter-Strike 1.6 is most popular game i think, i like community of players , simple game, definetly recommending to play it, more joy :)",1,0
10,Counter-Strike,Buy Valve Complete Pack 71.99Euro i Buy or Counter Strike Global OffenZive,1,0
10,Counter-Strike,"I don't dislike, like, love or hate this game,",1,0
10,Counter-Strike,love this og ♥♥♥♥. &lt;3,1,0
10,Counter-Strike,"go back in time and play this pile of ♥♥♥♥ game, yes please.",1,0
10,Counter-Strike,"Old, but gold. Overwhelmingly better than CZ.",1,0
10,Counter-Strike,yeah it's pretty good,1,0
10,Counter-Strike,"PLUSES: good gameplay, good game mechanics, epic community, flashbang are too good. CONS: Potato graphics looks like minecraft in a toaster",1,0
10,Counter-Strike,LoVE ThiS GaME To PlaY ThiS IS the only game in which graphics dosent matter,1,0
10,Counter-Strike,Msg me fast ;p Play in 2016 GL,1,0
10,Counter-Strike,Best game ever created. :)),1,0
10,Counter-Strike,One of the best games on the world :) I love classic Counter-Strike &lt;3 :),1,0
10,Counter-Strike,Best FPS in history. Enough said.,1,0
10,Counter-Strike,"Best gameplay, the biggest base of players and modders. Exlusively modes like Alien, Zombies, Jumps, Football or JailBreaks! Simple but legendary! Who didnt play this game, he can't call himself a 'gamer'!",1,0
10,Counter-Strike,The best Game In the World .,1,0
10,Counter-Strike,I want to play But i cant play,1,0
10,Counter-Strike,Procrastination Simulator 2014.,1,0
10,Counter-Strike,Addticted and best fast game i ever played :),1,0
10,Counter-Strike,Good old cs 1.6,1,0
10,Counter-Strike,This is the best old school game I have ever played. I started it when I was about 12 years old on a BETA version and went on it for about 5 years. Definitely an epic multiplayer game...too bad it's not as active as before..I just came back to games.,1,0
10,Counter-Strike,better than go,1,0
10,Counter-Strike,Nothing really goes as hard as one point sicks.  #playing2016 #no_noobs_allowed,1,0
10,Counter-Strike,Hmm cs 1.6 go achets,1,1
10,Counter-Strike,Playing since version 1.3. I think that version was released around 2003. More than 13 years playing and still not enough. Best FPS ever!,1,0
10130,TimeShift,"Its above average, Not great but worht to try it.",1,0
10150,Prototype,Its mindless arcade fun where you become so powerful you can't help but behave deviously. Its a bad console port and had a memory leak that caused me to have to restart it every hour or so. Cant recommend it.,-1,0
10150,Prototype,Awesome game. Doesn't need a good computer to play.,1,0
10150,Prototype,"controls unintuitive and hard to get used to, despite the controls game play is excellent. Story is disjointed so far due to how the game is set up.   worth a play but not a full price  overall - 4/5",1,0
10150,Prototype,"It's a great game, but be warned:  -This game will likely run very slow (10 FPS) unless you know how to fix it. From what I've seen, different people have to use different fixes based on their system. I had to disable some HIDs and unplug my keyboard.  -This game is much more fun if you have a controller. Keyboard and mouse feels too clunky for this game.",1,0
102600,Orcs Must Die!,"Orc's must die and Orc's must die 2 is an addictive, fast bpaced and incredibly fun game. It's easy to pick up the game play and the UI is intuitive and well made. The Graphics and color is Awesome !! The music really sets the mode and is really cool. I would recemend this game to anyone... ( 5 out of 5 stars) BO",1,0
102600,Orcs Must Die!,"i dont know, but i didnt found something special in this game",-1,0
102600,Orcs Must Die!,It's tower defence on steroids. Excellent game!,1,0
102600,Orcs Must Die!,"The orc mass murder simulator. If you are into tower defense, this mix with action and strategy is for you, it's a must buy for fans of the genre.  10/10 would headshot an orc again.",1,0
102600,Orcs Must Die!,Cool Indie game :D 7/10 Stars *******,1,0
102600,Orcs Must Die!,"I get why the Orcs need to die, I really do. But do they HAVE to die? The game never explains why they have to die, or why the wan't to capture the time portal's so badly. Surely their primitive hierarchy of wants and needs can be satisfied with the help of some magic. We don't even know the full story, maybe the portals are Samuri-Jack style way to the past before evil mages took over the orcis agricultural utopia that once existed before hand. We just cant know for certain and for that reason I am a consiencous objector to killing orcs as a TF2 inspired scout-mage until the developers explain why the orcs absolutely 100% MUST die.",1,0
102600,Orcs Must Die!,"I played the crap out of this game on my friends xbox 360 and loved every minute of it.  Pros: Orcs Must Die is just witty, funny, entertaining, strategy driven tower defense with a 3rd person shooter slapped on top of it, utilitizing traps to push back hordes of orcs and other monsters . This game is just great 100%.  Cons: Honestly there is no cons to this game that I find worth mentioning.  Overall: 9.9/10 because on warmaster this game is intense.",1,0
102600,Orcs Must Die!,"Worth every dollar, it can get really frustrating but it's just so much fun in the end 9/10.",1,0
102600,Orcs Must Die!,"This game runs face-first into the same problem that Sanctum did - that success relies on one correct strategy from the beginning. Not only that, but you get to upgrade your traps, and if you mess that up by putting them in the wrong areas, there's no refunds - you actually have to start a new profile.  The graphics, music, sound and concept all receive an A, but the number of flawed tower defense games on this planet are as innumerable as the stars.",1,0
102600,Orcs Must Die!,This is some of the most fun I've ever had playing a game.,1,0
102600,Orcs Must Die!,An amazingly fun and addicting fast paced third-person action game in which Orcs must die. You achieve that with your magical abilities as well as with the help of a large number of ingenious traps that you continuously get throughout the game. The difficulty and challenge gets constantly ramped up but never feels overwhelming.,1,0
102600,Orcs Must Die!,"There's just something about deploying the traps, bottlenecking the Orcs, and watching the combos fly that balances its charm between arcade tower defense and creative puzzle making. This game has kept me from jumping back on World of Warcraft...FOR THE ALLIANCE!!",1,0
104200,BEEP,"Great platformer, recommended to everyone.",1,0
104200,BEEP,░█▀▀▄░░░░░░░░░░░▄▀▀█ ░█░░░▀▄░▄▄▄▄▄░▄▀░░░█ ░░▀▄░░░▀░░░░░▀░░░▄▀ ░░░░▌░▄▄░░░▄▄░▐▀▀ ░░░▐░░█▄░░░▄█░░▌▄▄▀▀▀▀█ ░░░▌▄▄▀▀░▄░▀▀▄▄▐░░░░░░█ ▄▀▀▐▀▀░▄▄▄▄▄░▀▀▌▄▄▄░░░█ █░░░▀▄░█░░░█░▄▀░░░░█▀▀▀ ░▀▄░░▀░░▀▀▀░░▀░░░▄█▀ ░░░█░░░░░░░░░░░▄▀▄░▀▄ ░░░█░░░░░░░░░▄▀█░░█░░█ ░░░█░░░░░░░░░░░█▄█░░▄▀ ░░░█░░░░░░░░░░░████▀ ░░░▀▄▄▀▀▄▄▀▀▄▄▄█▀,-1,0
104600,Portal 2 - The Final Hours,I read the WHOLE thing.,1,0
104700,Super Monday Night Combat,"Its a good game I gotta say, but the small amount of players makes it VERY hard to look for a match in this game. But most importantly, hats. #hatsislove,hatsislive",1,0
104700,Super Monday Night Combat,The best moba I've ever played. (Check my profile) Underrated game.. Also no players left playing it.. Soo.. Yeah.. If you are looking for a game like this check out Motiga's Gigantic when it's released.,1,0
104700,Super Monday Night Combat,probably the most enjoyable team based 3rd person game ever. even though there isn't too many players its still active.,1,0
104700,Super Monday Night Combat,"I really hope this game dies. That sounds horrible but the game is so monotonous you do the same thing in 3 different ways over and over. It really bugs me that its a pay to win to. There are people who wasted $20 on this game and instantly kill you repeatedly. I mean at first its fun, then when you reach level 5 it gets a little boring, then at level 10 you understand why people dont play the game and respect it, then at level 15 you get really bored of the game, either quitting it or pushing through to get the stupid hat, and at level 20, where I am, YOU JUST HATE THE GAME AND WANT IT TO DIE AFTER IT GIVES YOU THE HAT THAT TURNS OUT TO BE WORTHLESS.",-1,0
104700,Super Monday Night Combat,another brink clone :/,-1,0
104700,Super Monday Night Combat,Great game that's dead. Move on.,-1,0
105000,A New Beginning - Final Cut,"Out of all honesty, for those who are thinking about getting this, ask yourself if you're willing to spend time on a game that will boggle your mind with puzzles, if you find that fun, then you need to buy this game. If you don't like puzzles and go for the plot, you can still search the walkthroughs on a website, but although you will find it less entertaining that it normally would go out as a gameplay experience. If you hate puzzles thoughout then obviously its a no-no.  Fay: The girl you play in the game, has the best plot story, although i'm almost done with it (1 chapter left) i find her character development a great balance between what the plot indicates and situational events occuring around her.  Bent: I find it difficult to understand his reasons of collaborating within the plot, first half he goes into denial, the second half he goes through reasoning and his character development doesnt change through that and when you arrive at the Labratories at the Sea you might think it is boring, and yes because our limited options prevents us from doing anything at all by that stage.  Gameplay: Crazy as it may seem I loved the gameplay, its just a few minor tweaks that may help it out, a bit of specification would be nice, and the atmosphere really does get to you when you're feeling the situation current at hand.  8.5/10",1,1
105000,A New Beginning - Final Cut,"A little odd. Not entirely sure I enjoy the endless OMG LOOK HERE, CLICK THIS, TRY AND SOLVE X PUZZLE.. Gimme a little more fluidity. But I'm intrigued, and will nonetheless keep playing. Easy acheezes for this lazybum.",1,0
105100,Lume,Short and simple. Too expensive. Story 7/10 Gameplay 9/10 Graphics 8/10 Music 8/10 Overall 6/10,1,0
105100,Lume,Cute but short. It was mostly meh.,-1,0
105420,Ms. Splosion Man,"This game can be summed up in four words: fast-paced-timed-jumps. It's well made with decent graphics, though the voice acting can be annoying.  I'm not a fan of timed jumps game and they could be rather trying in Ms. Splosion Man, so after 3 hours of torture I'm giving this game a miss.",1,0
105600,Terraria,"i got 350 hours in this game and i still cant stop playing this game. if your looking for a survival game similiar to minecraft then you found it, and only for 10 bucks!  you'll be doing your self a favor by putting this game in your library.  9/10 heavily recommend.   UPDATE*: Stopped Playing.",1,0
105600,Terraria,"This game boggles my mind with the sheer amount of content and replayability it has. It has really become an absolute classic in the voxel-random generated gaming world.  Great with friends. Pretty damn epic adventures. Very interesting bosses. Great sense of exploration. Amazing, albeit imbalanced, items and equipment. Dynamic world mechanics. Huge and enjoyable time sink.  Also, stop comparing it to Minecraft! Terraria took a different creative path and succeeded in making a solid original game. Terraria is focused on the gameplay and exploration, Minecraft is focused on creation and alteration.  Damn addicting game. Worth its weight in gold.",1,0
105600,Terraria,Nice concept One of the best surivial games EVER....,1,0
105600,Terraria,"It is a game of looting, killing, and patience. You start off mining and exploring, getting amazing loot, then you move into the bosses, very good fights that anyone can die to, finally you kill the last boss and you start just getting everything in the game. It takes hours of patience to get 1 item that you will only use for 10 minutes - but this part is optional - you don't need to do the grind, and of course there's cheat mods too. With 627 hours of playing I would say itis a very god game, just don't waste your life on it like me! :P",1,1
105600,Terraria,"Night 1 - Seth the Guide got restless and let the zombies in the door  Night 65 - I dropped a doll of Seth into the depths of hell by accident (on purpose), in doing so Seth was reincarnated as an angry meaty wall that tried to kill me  10/10 would sacrifice again",1,1
105600,Terraria,"Terraria is definitely one of those games in school where you only tell your closest friends, if even them, that you play. However, it is a wonderful game that I have played with my buds on for hours. There is just so much to do, and they are always adding more. My favorite thing to do is choose a character a movie or something and model my character after them, it makes it much more fun. -Papa Bear",1,1
105600,Terraria,"Buy it. It's funny and every penny is worthy.   +Nice and simple game +Lots way of building +Lots of different things (items, weapons, armor, accessories...) +Sometimes cheap +Awesome community +Sandbox style  -No classes -No character levels -Sometimes it lacks physics -No tutorial -No achievements    PROS   1. Nice and 'simple' game.  It is a nice and simple game. There's no mistery at all and the buttons are very easy to learn. Due to its simplicity you can do lots and lots of different things.   2. Ways of building things.  How am I gonna build that? Should I use dirt, rock or anything else? Should I use any ore? How is it gonna be? How is it gonna be? It's up to the player, and that's awesome.   3. Lots of different things, lots of!.  The game is very well made. There are lots and lots of items (armors, weapons, accessories, etc) and lots of different ways to 'evolve': 20 different types of ores, 18 different environments, maximum to 20 NPCs, PvP allowed, 5 possible teams, 96 different enemies, 32 pickaxes and drills, 31 axes and chainsaws, 23 hammers, at least 85 melee weapons and 63 ranged weapons and 46 magic weapons, and and almost-infinite variety of solid blocks!   4. It's cheap!  The game itself is not expensive at all. There are lots of sudden Steam Sales that make him way cheaper than it already is. Having the official Terraria is easy, anyone can have it. Not having it is just a bad excuse.   5. Awesome community  Terraria has a huge community and two huge wikis ( here  [terraria.gamepedia.com] ,  here  [terraria.wikia.com]  and  here  [www.terrariaonline.com] ). If you don't understand something or need any help you can easily search it!   6. Sandbox style!   The game is a sandbox. Which means it technically never ends!   CONS   1. No classes  Yea, there are no classes (when I say  classes  I mean mage, archer, knight, etc). Everybody is basically the same class but using different weapons, items and sometimes buffs.   2. No character levels  Due to this fact everybody has the same maximum mana and HP late game. That's awful. For example if you focus on melee or ranged type you will -almost- always have your mana at high levels because it won't be used enough, in the other hand if you focus on magic weapons the chance of running out of mana is always a constant fact.   3. Sometimes it lacks a bit of physics  What does it means? Some physics laws are kinda broken sometimes: giving the right properties most of the blocks 'float', the hydrostatic law for fluids doesn't work or huge buildings are only sustained by a thin pillar. There's no big problem at all but it reduces the realism of the game in a lot more.   4. There's no tutorial  There's no tutorial, after the main menu you're just left to survive in the server. The game itself is not hard but it has no tutorials.   5. No achievements  There are no achievements, not even inside game nor at Steam. Playing without achievements gets boring faster.",1,0
105600,Terraria,"This game definitely has tons of content to keep you entertained for weeks!  As well as the feature of steam servers, it's been easier than ever to play with friends!  And with expert mode, it features a new, wide array of challenges and rewards!  10/10 would r8 m8 again.",1,0
105600,Terraria,"A wonderful sandbox-rpg game providing (in my opinion) the ultimate sandbox experience compared to any other game from the genre. It's full of conent, all of which you want to explore - and it never gets boring. The only drawback is : updates to the game are really rare.",1,0
105600,Terraria,"A fun game. Quite aggravating at times, when you die at the bottom of a deep mine, you have to run all the way down again to get your stuff and as soon as you do, a centipede comes flying from the floor and killing you instantly. Tip: Stay alive! Good building game, but if you just want to build stuff, go for Minecraft. The adventure is what is best about this game: exploration, and how deep can you build a mine shaft.",1,0
105600,Terraria,"thanks re logic for terraria, BEST GAME EVER 10 OUT OF 10.thank you sooo much for over 2,000 hours of fun,skill,learning ,and glory",1,0
105600,Terraria,its a awesome game. it has more stuff than minecraft and more awesome!!!!!!!!!!!!!!!!!,1,0
105600,Terraria,"Its a really fun game! You get to fool around, go mining, summon bosses. A lot of people say just buy minecraft but this game has a lot different aspects that doesn't make it better just different in a good way. BUY IT! ITS 2 BUCKS at least now... 80% off!",1,0
105600,Terraria,Worth a play if you like slow starts and constant death while learning.,1,0
105600,Terraria,"Usally, if people hear the game terraria, they think a 2D version of minecraft, but let me tell you; theres a huge diffrence betwen the two. Terraria is a sandbox game that focuses on adventuring, crafting, building and making the world yours. Of course that sounds like minecraft, but does minecraft have a large amount of bosses? no. Many ores and jewels like copper, silver, ruby and topaz? nope. Does minecraft have a freakin' underworld with fortresses?! Oh wait, right. Anyway, this game is REALLY fun, iv'e played for a while and still haven't gotten board because, well, theres more things to do! don't forget, this game is multiplayer. (but its difficult to set up, thats my only complaint)  I LOVE this game and recommend it to everyone who enjoys sandbox games where you make your world.  G8 job M8 I R8 8/8",1,0
105600,Terraria,"This is a wonderful game! definitely recommend it for anyone who likes building, killing or adventuring. There's nothing I can think of that this game truly lacks. 5 stars!",1,0
105600,Terraria,"This game made me ejaculate so violently and explosively that i blacked out, waking up 2 weeks later with my house being robbed and my body being stripped completely bare. The only thing the robbers didnt take was my computer, so i dragged my crusty naked body over to my desk and started playing Terraria again.",1,1
105600,Terraria,"Well, for the last 2-3 years i've been playing this masterpiece of a game, it has been awesome all the way through it. I cant explain it, but it gives me that urge to jump in my chair due to how good the game, and the soundtrack is (Except Crimson and Mushroom biomes) astonishing. I would give it a 9 out of 10 stars.",1,0
105600,Terraria,"Terraria... A game where the world is your canvas and the ground is your paint. Terraria is a sandbox and survival game similar to Minecraft except its 2D. It has epic boss battles, weapons, ores armour and there is so much that barely anyone can imagine! Terraria is a materpiece and is a must play. With a good character customization option, world generation, landscape and variety of many things! You might find Terraria one of the most addictive and fun games you have ever played! Try it now!",1,0
105600,Terraria,"Terraria Is The Best Game EVER. 100x Better Then Minecraft. Want Me To Prove It? Well Once The 1.3 Update Comes Out There Will Be Over 3000 Items! While Many People Say It Is Just A Rip Off Of Minecraft And Some Just Don't Play It Because It Is A 2D Sidescroller I Think Not Because There Are More Biomes,More Weapons And Better Weapons,MUCH BETTER BOSSES,Blood,Harder Mobs And Bosses,More Armor,Cool NPC's That Make Sense,More Mobs,More Blocks,Fancy Castles,Pets And Much More And You Would Need 100s of mods to even match half of the cool stuff in terraria! Also One Last Thing TREES DON'T FLOAT. There Is Even Currency In Terraria. Also DIAMOND ARMOR SUCKS IN REAL LIFE IT WOULD BE TERRIBLE Yet In Terraria Armour Makes Sense Gold Is Stronger Then Iron, Diamond Armour Dosen't Exist And So On. Teraria Is Cheaper And After A Couple Of Years People Get Bored Of Minecraft But Not Terraria I Have Been Playing Since July Of 2013 And I Still Love It And You Will Too SO GET THE DARN GAME. 'No I Won't Buy The Game' You May Say 'Well Sorry' I Would Say *Knocks you out and drags you to the computer takes wallet buys terraria and puts you in a house in the game*.",1,1
105600,Terraria,"One of the best games I've ever played and made even better when Steam started hosting servers for co-op games. I tend to play co-op with a couple of my friends on a semi-regular basis. And even if we only intend on doing 1 or 2 things. We end up doing about 10 times that and it could go on for a couple weeks.   A great game for crafting, building, fighting, exploring, and boss fights. Maybe not so great for the zombies however. One of my tops recs for my friends.  It runs pretty good on older computers as well.",1,0
105600,Terraria,this is a grhat 2D game :-),1,0
105600,Terraria,Pretty fun game enjoyed how open the world was but I would enjoy it more if it had more of a storyline or campaign. Another good feature is how often it updates-nearlly always having new features. I would recommend this game if you enjoy platforming games like the original mario or sonics and if you enjoy crafting and building things like in minecraft.  I quite enjoyed this game and would recommend giving it a try.,1,0
105600,Terraria,One of the best games ever.,1,0
105600,Terraria,♥♥♥♥ ME WHAT THE ♥♥♥♥! HO-LY SHIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIt!,1,0
105600,Terraria,Only seems like Minecraft at first glance. Then it becomes a quite different and fun experience!,1,0
105600,Terraria,Gr8 game. I played it for 12 hours and defeated the moonlord. Maybe some builders workshop invlolved xP. But its fun and challenging when you play legit. Overall a great fun game for the family!!! 8/8,1,0
105600,Terraria,This game ROCKS PLAY IT,1,1
105600,Terraria,Amazing game ive played this game and i would say to anybody get this game can run on any computer even a mac ill give this game 10/10. You should and always get and respect this game!!!,1,0
105600,Terraria,"It's a really good game you can play with friends and meet other players on multiplayer server,I have been playing this game for a really long time and i can recomend that it's worth it to buy the game",1,0
105600,Terraria,"Terraria, a great game, questioned for being a 'Minecraft copy', Honestly prefere this game, with LOADS of content from Bosses to Npc's and also the ammount of creativity. I do have the problem with, There not being a 'creative mode' cheate or gamemode, and that most of the content you can only get on hardcore Or after you beat the Wall Of Meat.  Add this alltogether with reasonbaly hard Gameplay, on the edge of your seat with thrilling boss battles and the tention of the night and the diffrent events. A fun filled games and would totaly recomend to All of my freinds.",1,1
105600,Terraria,Plays softcore Beats Bosses Farms Moon Lord Obtains endgame items Plays mediumcore expert mode Builds house Gets killed by slime Hides in house Slime Rain Starts  Gets Killed by Many more slimes Builds hole Falls in lava and all items burn  10/10 would burn again,1,1
105600,Terraria,"my worlds and characters have been deleted in 1.3 and in the old version 1.2 please help its not the first time, PAtch it",1,1
105600,Terraria,This Game Is AWSOME!!!!!!!!!!!!!!  if you dont have this game you NEED to get it!,1,1
105600,Terraria,Great gameplay.,1,0
105600,Terraria,Awsome game so much to do discover. BUY IT AS SOON AS YOU SEE IT BUY IT !!!,1,0
105600,Terraria,Do you like digging? There's lots of digging to do. Perfect for those who love digging and going down dark caves to dig a bigger place to dig. How could you not want to dig and make cool stuff from the stuff you dug up? Hours upon hours of digging fun.,1,1
105600,Terraria,Seriously an amazing game. So much stuff to do. Its like minecraft but 100% better,1,1
